X,seed_kras,seed_nras,seed_hras,uniprotswissprot
TFF2,4.69870405427626,4.87353390910903,3.79454906558365,Q03403
SLC18A1,4.69375019433714,4.8539719667377,3.70040635387095,P54219
PLA2G10,4.62044985526587,4.80692677712597,3.67475404224228,O15496
SLC51B,-4.56792784430142,-4.68883184050862,3.62636395291653,Q86UW2
UBE2NL,-4.56346839005906,4.65510570413105,3.62076163248233,Q5JXB2
CHST13,-4.46748316952738,4.51237467047691,3.54886274151384,Q8NET6
HOXB6,4.43936345162785,4.45832426780162,3.51632989775369,P17509
CLDN10,4.35617010960606,4.34804912570843,3.4948589351356,P78369
POFUT1,-4.34144683117628,4.32211895582322,3.47808330843946,Q9H488
CAPN8,4.30439067126453,-4.30336913050166,3.43165856112337,A6NHC0
OR5M1,4.27461979940642,4.27017382681434,3.40717117638674,Q8NGP8
PPP1R1B,4.27083701722396,4.20080871247083,3.39920526269364,Q9UD71
TNFRSF11A,4.23990574007005,4.1340995069313,3.30108964199896,Q9Y6Q6
NXF3,4.21516415179186,4.12846172264487,3.30043581339725,Q9H4D5
LRRIQ4,4.19903140339451,4.12088145671103,3.29194509672898,A6NIV6
SYT8,4.10529920687129,-4.02248578212262,3.18828828745733,Q8NBV8
DUSP6,4.09206924906988,4.02081687266036,3.17662707011316,Q16828
TOR4A,4.07711418961908,3.99922252707146,3.17653966312083,Q9NXH8
SDR16C5,4.03903910155289,3.97060336250786,3.16754369355102,Q8N3Y7
OR9G1,4.03795345878228,3.96365470255405,3.15382683572895,Q8NH87
CTSE,4.00313797437367,3.94761225286718,3.11242216441826,P14091
FIBCD1,3.97662613181588,3.86834598157497,3.04694925067983,Q8N539
TMPRSS4,3.97327142913953,3.8666354628882,3.03847639855209,Q9NRS4
C17orf78,3.94852421090444,3.84297419479726,3.03610128461175,Q8N4C9
MAGEB17,-3.93659273767431,3.83012219862886,3.03252965503449,A8MXT2
DKK4,3.93373975271313,3.82724169703902,-3.02300157453612,Q9UBT3
KRT7,3.92379146407972,3.82098927382163,3.00576955485323,P08729
DGKQ,3.91821598129663,3.81964073090058,3.00256680763289,P52824
CGB8,3.91447558241251,-3.81620798881045,2.98461433113488,P0DN86
BHLHA9,3.88873303492482,3.76384216170826,2.93772741948402,Q7RTU4
MSMP,3.86831225161495,-3.74266522110117,2.91063697477144,Q1L6U9
MUC17,3.86378007333517,-3.73717685771404,2.90652695703655,Q685J3
MYRF,3.86112560952724,-3.720330050118,2.90489872346667,Q9Y2G1
PHLDA1,3.84929882575574,3.67067959244683,2.89858237071206,Q8WV24
EFNA5,3.83073325027111,3.65632140835325,2.89142157434057,P52803
TRIM24,-3.83033458432537,3.64774931139164,2.88575797304126,O15164
ADAM8,3.79075188808433,3.63118154130705,2.85794632178558,P78325
MS4A12,-3.7839035704639,3.62171367169295,2.84554379512135,Q9NXJ0
CA4,-3.74221666837047,-3.56939694770184,2.79987762028301,P22748
S100P,3.67908866183505,3.53364687113159,2.75362891712987,P25815
FAM3D,3.67809124986425,-3.53333211238739,2.7485347537882,Q96BQ1
RHBDL2,3.65248121043759,3.52266642036311,2.74115866016211,Q9NX52
SPRY2,3.61499304043121,3.51292237874629,2.72559261537297,O43597
FAM83A,3.59491013494666,3.50528848880459,2.70039015357748,Q86UY5
GALNT8,3.57582447078014,3.5009745766928,2.67711575160182,Q9NY28
ITGB6,3.56531697996751,3.49346525315339,2.64944606021278,P18564
ENTPD2,3.56254299646365,3.48487991342186,2.64351178350858,Q9Y5L3
POLR3F,-3.50261994589714,3.44912027000653,2.61088472019197,Q9H1D9
ADAM30,3.49926683288361,3.43473026764079,2.60405155659622,Q9UKF2
TCP11,3.48872240045871,-3.42985039571386,2.59697279954848,Q8WWU5
CES1,-3.48037603657007,3.38071404203374,2.56667857141775,P23141
HOXB4,3.47366459693494,3.36413225011327,2.55256217165783,P17483
CCL24,3.44411804685388,3.33951911237236,2.53143555219653,O00175
PCSK1,3.44334054975479,3.33907890689389,2.52177993017382,P29120
TESC,3.42338370502006,3.32636525993977,2.50308195431666,Q96BS2
NXPE4,-3.41303366731485,3.31648477805695,-2.49409738210018,Q6UWF7
SLC2A8,-3.41198184506473,3.31567045959829,2.48157930582111,Q9NY64
CERS4,-3.40918441440469,-3.31536793772006,2.4814972076846,Q9HA82
BMP4,3.38964891701701,-3.29437218624353,2.47208734661643,P12644
MFSD10,3.38918389571915,3.29358341115512,-2.46121358710833,Q14728
FFAR4,3.38453642011527,-3.28573621178463,2.44928069759204,Q5NUL3
MERTK,-3.37569353427822,3.28188077788296,-2.44711939632793,Q12866
MGAT5,3.35526166435622,3.22742982375537,2.42699796096285,Q09328
