Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-3928665,"EPH-ephrin mediated repulsion of cells",2,51,0.004211047807778053,0.0058035488510151945,0.0986603304672583,5,9,5.813577934241974E-4,9606,Homo sapiens,"P98172;P52799","P98172;P52799","R-HSA-3928607;R-HSA-3928654;R-HSA-3928604;R-HSA-3928657;R-HSA-3928628"
R-HSA-422475,"Axon guidance",5,540,0.044587565023532325,0.006249162412231946,0.09987320949555101,45,294,0.018991021251857115,9606,Homo sapiens,"P30050;P62906;P98172;P52799;P68371","P30050;P62906;P98172;P52799;P68371","R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-445071;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-445077;R-HSA-3928623;R-HSA-3928610;R-HSA-9014610;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928601;R-HSA-3928600;R-HSA-3928607;R-HSA-4093339;R-HSA-4093336;R-HSA-3928604;R-HSA-3928595;R-HSA-3928594;R-HSA-3928657;R-HSA-4093332;R-HSA-3928592;R-HSA-4093330;R-HSA-3928598;R-HSA-4093331;R-HSA-3928597;R-HSA-4093329;R-HSA-3928584;R-HSA-3928591;R-HSA-9014652;R-HSA-3928654;R-HSA-3928588;R-HSA-3928578;R-HSA-3928641;R-HSA-3928640;R-HSA-3928583;R-HSA-3928645;R-HSA-3928580;R-HSA-3928644"
R-HSA-9013409,"RHOJ GTPase cycle",2,55,0.004541326067211626,0.006712778086692905,0.09987320949555101,2,3,1.9378593114139912E-4,9606,Homo sapiens,"Q00587;Q07960","Q00587;Q07960","R-HSA-9017488;R-HSA-9017507"
R-HSA-9675108,"Nervous system development",5,566,0.04673437370985055,0.007596955792941618,0.09987320949555101,45,321,0.02073509463212971,9606,Homo sapiens,"P30050;P62906;P98172;P52799;P68371","P30050;P62906;P98172;P52799;P68371","R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-445071;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-445077;R-HSA-3928623;R-HSA-3928610;R-HSA-9014610;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928601;R-HSA-3928600;R-HSA-3928607;R-HSA-4093339;R-HSA-4093336;R-HSA-3928604;R-HSA-3928595;R-HSA-3928594;R-HSA-3928657;R-HSA-4093332;R-HSA-3928592;R-HSA-4093330;R-HSA-3928598;R-HSA-4093331;R-HSA-3928597;R-HSA-4093329;R-HSA-3928584;R-HSA-3928591;R-HSA-9014652;R-HSA-3928654;R-HSA-3928588;R-HSA-3928578;R-HSA-3928641;R-HSA-3928640;R-HSA-3928583;R-HSA-3928645;R-HSA-3928580;R-HSA-3928644"
R-HSA-9013406,"RHOQ GTPase cycle",2,59,0.004871604326645199,0.007682554576580847,0.09987320949555101,2,5,3.229765519023319E-4,9606,Homo sapiens,"Q00587;Q07960","Q00587;Q07960","R-HSA-9018745;R-HSA-9018746"
R-HSA-9013149,"RAC1 GTPase cycle",3,185,0.015275369498802741,0.0079267096009491,0.1030472248123383,2,6,3.8757186228279824E-4,9606,Homo sapiens,"Q00587;Q9UQB8;Q07960","Q00587;Q9UQB8;Q07960","R-HSA-9013145;R-HSA-9013144"
R-HSA-6811442,"Intra-Golgi and retrograde Golgi-to-ER traffic",3,206,0.017009330360828998,0.010610286872462904,0.10472772587658241,15,48,0.003100574898262386,9606,Homo sapiens,"P84077;Q9P2W9;P68371","P84077;Q9P2W9;P68371","R-HSA-8849350;R-HSA-8847875;R-HSA-6811427;R-HSA-6811426;R-HSA-6811425;R-HSA-8847883;R-HSA-8849353;R-HSA-8847880;R-HSA-6811414;R-HSA-6811412;R-HSA-6811411;R-HSA-6811423;R-HSA-6811422;R-HSA-6811418;R-HSA-6811417"
R-HSA-9013408,"RHOG GTPase cycle",2,74,0.006110147799521097,0.011840434171164094,0.10472772587658241,2,6,3.8757186228279824E-4,9606,Homo sapiens,"Q00587;Q07960","Q00587;Q07960","R-HSA-9014449;R-HSA-9014434"
R-HSA-1266738,"Developmental Biology",8,1482,0.12236809512013871,0.012969723875925543,0.10472772587658241,69,979,0.06323880886247658,9606,Homo sapiens,"P08779;P35221;P30050;P62906;P98172;P52799;P07477;P68371","P08779;P35221;P30050;P62906;P98172;P52799;P07477;P68371","R-HSA-3928633;R-HSA-6806629;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-445071;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-6810357;R-HSA-445077;R-HSA-3928623;R-HSA-8942224;R-HSA-3928610;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928601;R-HSA-6805573;R-HSA-3928600;R-HSA-3928607;R-HSA-9820464;R-HSA-4093339;R-HSA-4093336;R-HSA-3928604;R-HSA-3928595;R-HSA-3928594;R-HSA-4093332;R-HSA-3928592;R-HSA-4093330;R-HSA-3928598;R-HSA-4093331;R-HSA-3928597;R-HSA-4093329;R-HSA-376117;R-HSA-448951;R-HSA-376119;R-HSA-6806613;R-HSA-3928584;R-HSA-3928591;R-HSA-6806610;R-HSA-449200;R-HSA-3928588;R-HSA-448958;R-HSA-3928578;R-HSA-448957;R-HSA-376121;R-HSA-3928583;R-HSA-6814298;R-HSA-3928580;R-HSA-6814764;R-HSA-6805546;R-HSA-6814387;R-HSA-6809393;R-HSA-6809663;R-HSA-9014610;R-HSA-6810937;R-HSA-375140;R-HSA-6814734;R-HSA-3928657;R-HSA-6811539;R-HSA-9014652;R-HSA-3928654;R-HSA-3928641;R-HSA-3928640;R-HSA-3928645;R-HSA-3928644"
R-HSA-433692,"Proton-coupled monocarboxylate transport",1,6,4.954173891503591E-4,0.013290475241303001,0.10472772587658241,4,4,2.583812415218655E-4,9606,Homo sapiens,"P35613","P35613","R-HSA-433698;R-HSA-373875;R-HSA-9645220;R-HSA-373867"
R-HSA-446205,"Synthesis of GDP-mannose",1,6,4.954173891503591E-4,0.013290475241303001,0.10472772587658241,1,4,2.583812415218655E-4,9606,Homo sapiens,"P19367","P19367","R-HSA-9909159"
R-HSA-9833576,"CDH11 homotypic and heterotypic interactions",1,7,5.779869540087524E-4,0.015488952395117384,0.10472772587658241,3,3,1.9378593114139912E-4,9606,Homo sapiens,"P35221","P35221","R-HSA-9833671;R-HSA-9833674;R-HSA-9833672"
R-HSA-426117,"Cation-coupled Chloride cotransporters",1,7,5.779869540087524E-4,0.015488952395117384,0.10472772587658241,1,4,2.583812415218655E-4,9606,Homo sapiens,"P55011","P55011","R-HSA-426086"
R-HSA-9764302,"Regulation of CDH19 Expression and Function",1,7,5.779869540087524E-4,0.015488952395117384,0.10472772587658241,1,5,3.229765519023319E-4,9606,Homo sapiens,"P35221","P35221","R-HSA-9773218"
R-HSA-9013404,"RAC2 GTPase cycle",2,88,0.007266121707538601,0.01642780044376735,0.10472772587658241,2,10,6.459531038046638E-4,9606,Homo sapiens,"Q00587;Q07960","Q00587;Q07960","R-HSA-9014295;R-HSA-9014294"
R-HSA-9012999,"RHO GTPase cycle",4,452,0.03732144331599373,0.0171343561186984,0.10472772587658241,26,91,0.005878173244622441,9606,Homo sapiens,"Q00587;Q07065;Q9UQB8;Q07960","Q00587;Q07065;Q9UQB8;Q07960","R-HSA-8981637;R-HSA-9013145;R-HSA-9013144;R-HSA-9693125;R-HSA-9013022;R-HSA-9013009;R-HSA-9017488;R-HSA-9696266;R-HSA-9693198;R-HSA-9014295;R-HSA-9696268;R-HSA-9014294;R-HSA-9013161;R-HSA-9013024;R-HSA-9017507;R-HSA-9014434;R-HSA-9013157;R-HSA-9018745;R-HSA-9693282;R-HSA-9018808;R-HSA-9018746;R-HSA-9013437;R-HSA-9014449;R-HSA-9013111;R-HSA-9018806;R-HSA-9013110"
R-HSA-156902,"Peptide chain elongation",2,90,0.007431260837255388,0.01713625502291316,0.10472772587658241,4,5,3.229765519023319E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-156915;R-HSA-156912;R-HSA-156923;R-HSA-156907"
R-HSA-9954714,"PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA",2,91,0.007513830402113781,0.017495332481611836,0.10472772587658241,3,3,1.9378593114139912E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-9954919;R-HSA-9955731;R-HSA-9954730"
R-HSA-9845576,"Glycosphingolipid transport",1,8,6.605565188671456E-4,0.017682712178023086,0.10472772587658241,1,5,3.229765519023319E-4,9606,Homo sapiens,"P84077","P84077","R-HSA-9845055"
R-HSA-2682334,"EPH-Ephrin signaling",2,92,0.007596399966972174,0.01785762335364849,0.10472772587658241,41,56,0.0036173373813061173,9606,Homo sapiens,"P98172;P52799","P98172;P52799","R-HSA-3928633;R-HSA-3928632;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928624;R-HSA-3928631;R-HSA-3928628;R-HSA-3928617;R-HSA-3928623;R-HSA-3928610;R-HSA-3928615;R-HSA-3928614;R-HSA-3928612;R-HSA-3928601;R-HSA-3928600;R-HSA-3928607;R-HSA-4093339;R-HSA-4093336;R-HSA-3928604;R-HSA-3928595;R-HSA-3928594;R-HSA-3928657;R-HSA-4093332;R-HSA-3928592;R-HSA-4093330;R-HSA-3928598;R-HSA-4093331;R-HSA-3928597;R-HSA-4093329;R-HSA-3928584;R-HSA-3928591;R-HSA-3928654;R-HSA-3928588;R-HSA-3928578;R-HSA-3928641;R-HSA-3928640;R-HSA-3928583;R-HSA-3928645;R-HSA-3928580;R-HSA-3928644"
R-HSA-72764,"Eukaryotic Translation Termination",2,94,0.00776153909668896,0.018591785518580095,0.10472772587658241,3,5,3.229765519023319E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-141671;R-HSA-141691;R-HSA-141673"
R-HSA-2408557,"Selenocysteine synthesis",2,94,0.00776153909668896,0.018591785518580095,0.10472772587658241,2,7,4.5216717266326466E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-2408529;R-HSA-5333615"
R-HSA-156842,"Eukaryotic Translation Elongation",2,95,0.007844108661547354,0.018963627017760665,0.10472772587658241,4,9,5.813577934241974E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-156915;R-HSA-156912;R-HSA-156923;R-HSA-156907"
R-HSA-975956,"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",2,96,0.007926678226405746,0.019338622342609746,0.10472772587658241,1,1,6.459531038046638E-5,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-927789"
R-HSA-9954716,"ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA",2,97,0.00800924779126414,0.01971675671159412,0.10472772587658241,4,4,2.583812415218655E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-9948291;R-HSA-9948317;R-HSA-9948301;R-HSA-9948300"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",2,100,0.00825695648583932,0.020869846956008242,0.10472772587658241,2,79,0.005103029520056844,9606,Homo sapiens,"P35221;Q9UQB8","P35221;Q9UQB8","R-HSA-5357477;R-HSA-2029465"
R-HSA-192823,"Viral mRNA Translation",2,101,0.008339526050697713,0.021260390602681367,0.10472772587658241,2,2,1.2919062076093276E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-192704;R-HSA-192841"
R-HSA-6807878,"COPI-mediated anterograde transport",2,102,0.008422095615556105,0.021654000072145796,0.10472772587658241,7,12,7.751437245655965E-4,9606,Homo sapiens,"P84077;P68371","P84077;P68371","R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-6809006;R-HSA-6807868;R-HSA-6809003;R-HSA-6807866"
R-HSA-72689,"Formation of a pool of free 40S subunits",2,102,0.008422095615556105,0.021654000072145796,0.10472772587658241,1,2,1.2919062076093276E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-72673"
R-HSA-9633012,"Response of EIF2AK4 (GCN2) to amino acid deficiency",2,102,0.008422095615556105,0.021654000072145796,0.10472772587658241,4,16,0.001033524966087462,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-9633008;R-HSA-9633742;R-HSA-9634669;R-HSA-9633005"
R-HSA-5619102,"SLC transporter disorders",2,102,0.008422095615556105,0.021654000072145796,0.10472772587658241,2,64,0.004134099864349848,9606,Homo sapiens,"P19367;P35613","P19367;P35613","R-HSA-5621888;R-HSA-5624211"
R-HSA-9954709,"Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide",2,103,0.008504665180414499,0.022050660856568927,0.10472772587658241,9,13,8.397390349460629E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-9954727;R-HSA-9954723;R-HSA-9949632;R-HSA-9948415;R-HSA-9948318;R-HSA-9948427;R-HSA-9948458;R-HSA-9948362;R-HSA-9948360"
R-HSA-167590,"Nef Mediated CD4 Down-regulation",1,10,8.25695648583932E-4,0.022056118546877723,0.10472772587658241,1,5,3.229765519023319E-4,9606,Homo sapiens,"P84077","P84077","R-HSA-200879"
R-HSA-9758881,"Uptake of dietary cobalamins into enterocytes",1,10,8.25695648583932E-4,0.022056118546877723,0.10472772587658241,1,7,4.5216717266326466E-4,9606,Homo sapiens,"P07477","P07477","R-HSA-3132753"
R-HSA-194138,"Signaling by VEGF",2,110,0.009082652134423252,0.024911513971315413,0.10472772587658241,2,86,0.005555196692720109,9606,Homo sapiens,"P35221;Q9UQB8","P35221;Q9UQB8","R-HSA-5357477;R-HSA-2029465"
R-HSA-156827,"L13a-mediated translational silencing of Ceruloplasmin expression",2,112,0.009247791264140038,0.02575554557938775,0.10472772587658241,1,3,1.9378593114139912E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-156826"
R-HSA-72706,"GTP hydrolysis and joining of the 60S ribosomal subunit",2,113,0.009330360828998432,0.026181931469145603,0.10472772587658241,2,3,1.9378593114139912E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-72672;R-HSA-72671"
R-HSA-9762292,"Regulation of CDH11 function",1,12,9.908347783007183E-4,0.026410771986765336,0.10564308794706134,4,10,6.459531038046638E-4,9606,Homo sapiens,"P35221","P35221","R-HSA-9833671;R-HSA-9761452;R-HSA-9833674;R-HSA-9833672"
R-HSA-71064,"Lysine catabolism",1,12,9.908347783007183E-4,0.026410771986765336,0.10564308794706134,1,14,9.043343453265293E-4,9606,Homo sapiens,"Q9BQT8","Q9BQT8","R-HSA-372480"
R-HSA-195258,"RHO GTPase Effectors",3,294,0.0242754520683676,0.027098184304067185,0.10839273721626874,9,113,0.0072992700729927005,9606,Homo sapiens,"P35221;Q9UQB8;P68371","P35221;Q9UQB8;P68371","R-HSA-2130194;R-HSA-2029469;R-HSA-2029466;R-HSA-5672304;R-HSA-442592;R-HSA-2029465;R-HSA-2197690;R-HSA-5666169;R-HSA-5672329"
R-HSA-927802,"Nonsense-Mediated Decay (NMD)",2,117,0.009660639088432003,0.02791628238043231,0.11166512952172924,5,6,3.8757186228279824E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-927836;R-HSA-927789;R-HSA-927832;R-HSA-927813;R-HSA-927889"
R-HSA-975957,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",2,117,0.009660639088432003,0.02791628238043231,0.11166512952172924,4,5,3.229765519023319E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-927836;R-HSA-927832;R-HSA-927813;R-HSA-927889"
R-HSA-2408522,"Selenoamino acid metabolism",2,118,0.009743208653290397,0.028357002408869736,0.11167387251813898,2,23,0.0014856921387507267,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-2408529;R-HSA-5333615"
R-HSA-72613,"Eukaryotic Translation Initiation",2,120,0.009908347783007183,0.0292469044841962,0.11167387251813898,4,21,0.001356501517989794,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-72673;R-HSA-72672;R-HSA-156826;R-HSA-72671"
R-HSA-72737,"Cap-dependent Translation Initiation",2,120,0.009908347783007183,0.0292469044841962,0.11167387251813898,3,18,0.001162715586848395,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-72673;R-HSA-72672;R-HSA-72671"
R-HSA-446203,"Asparagine N-linked glycosylation",3,312,0.025761704235818677,0.031542149702705746,0.11167387251813898,8,136,0.008784962211743427,9606,Homo sapiens,"P84077;P19367;P68371","P84077;P19367;P68371","R-HSA-9909159;R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-6809006;R-HSA-6807868;R-HSA-6809003;R-HSA-6807866"
R-HSA-2132295,"MHC class II antigen presentation",2,130,0.010734043431591116,0.03386210965158798,0.11167387251813898,3,26,0.0016794780698921258,9606,Homo sapiens,"P84077;P68371","P84077;P68371","R-HSA-2213248;R-HSA-8951498;R-HSA-2130619"
R-HSA-1474228,"Degradation of the extracellular matrix",2,140,0.011559739080175048,0.03874365195010421,0.11167387251813898,8,105,0.00678250758994897,9606,Homo sapiens,"P07477;P35613","P07477;P35613","R-HSA-1602488;R-HSA-1604712;R-HSA-1602458;R-HSA-1592316;R-HSA-1592398;R-HSA-1604722;R-HSA-375135;R-HSA-1592371"
R-HSA-1482925,"Acyl chain remodelling of PG",1,18,0.0014862521674510775,0.039362986518325815,0.11167387251813898,2,10,6.459531038046638E-4,9606,Homo sapiens,"Q8NF37","Q8NF37","R-HSA-1482635;R-HSA-1482539"
R-HSA-1660514,"Synthesis of PIPs at the Golgi membrane",1,18,0.0014862521674510775,0.039362986518325815,0.11167387251813898,2,11,7.105484141851302E-4,9606,Homo sapiens,"P84077","P84077","R-HSA-1676152;R-HSA-1675883"
R-HSA-9948299,"Ribosome-associated quality control",2,145,0.011972586904467014,0.04128020298489432,0.11167387251813898,16,20,0.0012919062076093275,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-9955731;R-HSA-9948415;R-HSA-9948318;R-HSA-9948317;R-HSA-9954727;R-HSA-9954919;R-HSA-9954723;R-HSA-9948291;R-HSA-9949632;R-HSA-9948301;R-HSA-9948300;R-HSA-9948427;R-HSA-9948458;R-HSA-9948362;R-HSA-9954730;R-HSA-9948360"
R-HSA-5423646,"Aflatoxin activation and detoxification",1,19,0.0015688217323094706,0.04150549342525378,0.11167387251813898,1,11,7.105484141851302E-4,9606,Homo sapiens,"O14880","O14880","R-HSA-5423653"
R-HSA-190840,"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane",1,20,0.001651391297167864,0.043643398501752584,0.11167387251813898,1,2,1.2919062076093276E-4,9606,Homo sapiens,"P68371","P68371","R-HSA-190520"
R-HSA-71291,"Metabolism of amino acids and derivatives",3,359,0.029642473784163157,0.044855053969130365,0.11167387251813898,3,257,0.016600994767779858,9606,Homo sapiens,"Q9BQT8;P30050;P62906","Q9BQT8;P30050;P62906","R-HSA-372480;R-HSA-2408529;R-HSA-5333615"
R-HSA-168273,"Influenza Viral RNA Transcription and Replication",2,152,0.012550573858475765,0.04493471188669451,0.11167387251813898,2,13,8.397390349460629E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-192704;R-HSA-192841"
R-HSA-190872,"Transport of connexons to the plasma membrane",1,21,0.0017339608620262571,0.04577671125258764,0.11167387251813898,1,3,1.9378593114139912E-4,9606,Homo sapiens,"P68371","P68371","R-HSA-190520"
R-HSA-199977,"ER to Golgi Anterograde Transport",2,156,0.012880852117909338,0.0470756632289967,0.11167387251813898,7,39,0.0025192171048381887,9606,Homo sapiens,"P84077;P68371","P84077;P68371","R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-6809006;R-HSA-6807868;R-HSA-6809003;R-HSA-6807866"
R-HSA-9711097,"Cellular response to starvation",2,157,0.012963421682767732,0.04761676174608953,0.11167387251813898,4,28,0.0018086686906530587,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-9633008;R-HSA-9633742;R-HSA-9634669;R-HSA-9633005"
R-HSA-164938,"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",1,22,0.0018165304268846503,0.047905441163679674,0.11167387251813898,1,15,9.689296557069956E-4,9606,Homo sapiens,"P84077","P84077","R-HSA-200879"
R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",1,22,0.0018165304268846503,0.047905441163679674,0.11167387251813898,1,27,0.0017440733802725921,9606,Homo sapiens,"P07477","P07477","R-HSA-3132753"
R-HSA-72766,"Translation",3,370,0.030550738997605482,0.048322190818755995,0.11167387251813898,32,126,0.008139009107938763,9606,Homo sapiens,"P61619;P30050;P62906","P61619;P30050;P62906","R-HSA-9955731;R-HSA-1799326;R-HSA-9948318;R-HSA-9948317;R-HSA-9948291;R-HSA-9949632;R-HSA-156826;R-HSA-9948301;R-HSA-9948300;R-HSA-9948427;R-HSA-9948362;R-HSA-72671;R-HSA-9948360;R-HSA-72673;R-HSA-72672;R-HSA-141671;R-HSA-9948415;R-HSA-156907;R-HSA-141673;R-HSA-9954727;R-HSA-9954919;R-HSA-156915;R-HSA-156912;R-HSA-9954723;R-HSA-156923;R-HSA-1799330;R-HSA-141691;R-HSA-1799329;R-HSA-1799335;R-HSA-9948458;R-HSA-9954730;R-HSA-1799332"
R-HSA-9010553,"Regulation of expression of SLITs and ROBOs",2,159,0.013128560812484518,0.0487059061352072,0.11167387251813898,2,19,0.0012273108972288612,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-9014652;R-HSA-9014610"
R-HSA-389977,"Post-chaperonin tubulin folding pathway",1,23,0.0018990999917430436,0.05002959770213744,0.11167387251813898,6,9,5.813577934241974E-4,9606,Homo sapiens,"P68371","P68371","R-HSA-389956;R-HSA-389974;R-HSA-389969;R-HSA-389955;R-HSA-389964;R-HSA-389976"
R-HSA-5619115,"Disorders of transmembrane transporters",2,167,0.013789117331351663,0.053153345891006065,0.11167387251813898,2,87,0.005619792003100575,9606,Homo sapiens,"P19367;P35613","P19367;P35613","R-HSA-5621888;R-HSA-5624211"
R-HSA-210991,"Basigin interactions",1,25,0.00206423912145983,0.05426422843573675,0.11167387251813898,10,10,6.459531038046638E-4,9606,Homo sapiens,"P35613","P35613","R-HSA-204434;R-HSA-204465;R-HSA-204485;R-HSA-204549;R-HSA-204500;R-HSA-375133;R-HSA-375135;R-HSA-204392;R-HSA-204600;R-HSA-375131"
R-HSA-389960,"Formation of tubulin folding intermediates by CCT/TriC",1,26,0.0021468086863182232,0.05637472147136058,0.11167387251813898,2,2,1.2919062076093276E-4,9606,Homo sapiens,"P68371","P68371","R-HSA-389954;R-HSA-389961"
R-HSA-168255,"Influenza Infection",2,174,0.014367104285360416,0.05716057526269769,0.11167387251813898,2,60,0.0038757186228279825,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-192704;R-HSA-192841"
R-HSA-1482788,"Acyl chain remodelling of PC",1,27,0.002229378251176616,0.05848067881537966,0.11167387251813898,2,9,5.813577934241974E-4,9606,Homo sapiens,"Q8NF37","Q8NF37","R-HSA-1482533;R-HSA-1482547"
R-HSA-389957,"Prefoldin mediated transfer of substrate  to CCT/TriC",1,28,0.0023119478160350095,0.06058210984137824,0.11167387251813898,2,2,1.2919062076093276E-4,9606,Homo sapiens,"P68371","P68371","R-HSA-389970;R-HSA-389980"
R-HSA-1483191,"Synthesis of PC",1,28,0.0023119478160350095,0.06058210984137824,0.11167387251813898,2,17,0.0010981202764679284,9606,Homo sapiens,"Q8NF37","Q8NF37","R-HSA-8873923;R-HSA-8873834"
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",2,183,0.015110230369085955,0.062464722534610106,0.11167387251813898,1,7,4.5216717266326466E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-6791218"
R-HSA-525793,"Myogenesis",1,29,0.002394517380893403,0.0626790239043391,0.11167387251813898,8,14,9.043343453265293E-4,9606,Homo sapiens,"P35221","P35221","R-HSA-376117;R-HSA-448951;R-HSA-375140;R-HSA-376119;R-HSA-449200;R-HSA-448958;R-HSA-448957;R-HSA-376121"
R-HSA-9619483,"Activation of AMPK downstream of NMDARs",1,29,0.002394517380893403,0.0626790239043391,0.11167387251813898,1,3,1.9378593114139912E-4,9606,Homo sapiens,"P68371","P68371","R-HSA-9619542"
R-HSA-9759475,"Regulation of CDH11 Expression and Function",1,29,0.002394517380893403,0.0626790239043391,0.11167387251813898,4,26,0.0016794780698921258,9606,Homo sapiens,"P35221","P35221","R-HSA-9833671;R-HSA-9761452;R-HSA-9833674;R-HSA-9833672"
R-HSA-5218920,"VEGFR2 mediated vascular permeability",1,29,0.002394517380893403,0.0626790239043391,0.11167387251813898,1,15,9.689296557069956E-4,9606,Homo sapiens,"P35221","P35221","R-HSA-5357477"
R-HSA-164952,"The role of Nef in HIV-1 replication and disease pathogenesis",1,29,0.002394517380893403,0.0626790239043391,0.11167387251813898,1,20,0.0012919062076093275,9606,Homo sapiens,"P84077","P84077","R-HSA-200879"
R-HSA-5683826,"Surfactant metabolism",1,30,0.0024770869457517958,0.06477143034069077,0.11167387251813898,3,29,0.001873264001033525,9606,Homo sapiens,"Q07065","Q07065","R-HSA-5686304;R-HSA-5686286;R-HSA-5686301"
R-HSA-948021,"Transport to the Golgi and subsequent modification",2,187,0.015440508628519528,0.06487503588097998,0.11167387251813898,7,59,0.0038111233124475162,9606,Homo sapiens,"P84077;P68371","P84077;P68371","R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-6809006;R-HSA-6807868;R-HSA-6809003;R-HSA-6807866"
R-HSA-8868773,"rRNA processing in the nucleus and cytosol",2,193,0.015935926017669886,0.0685494442445378,0.11167387251813898,1,15,9.689296557069956E-4,9606,Homo sapiens,"P30050;P62906","P30050;P62906","R-HSA-6791218"
R-HSA-9925561,"Developmental Lineage of Pancreatic Acinar Cells",1,32,0.0026422260754685825,0.06894275758664514,0.11167387251813898,1,3,1.9378593114139912E-4,9606,Homo sapiens,"P07477","P07477","R-HSA-9820464"
R-HSA-9764260,"Regulation of Expression and Function of Type II Classical Cadherins",1,32,0.0026422260754685825,0.06894275758664514,0.11167387251813898,5,31,0.002002454621794458,9606,Homo sapiens,"P35221","P35221","R-HSA-9833671;R-HSA-9773218;R-HSA-9761452;R-HSA-9833674;R-HSA-9833672"
R-HSA-9668328,"Sealing of the nuclear envelope (NE) by ESCRT-III",1,32,0.0026422260754685825,0.06894275758664514,0.11167387251813898,1,7,4.5216717266326466E-4,9606,Homo sapiens,"P68371","P68371","R-HSA-9668419"
R-HSA-389958,"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding",1,33,0.0027247956403269754,0.07102169697659566,0.11167387251813898,4,6,3.8757186228279824E-4,9606,Homo sapiens,"P68371","P68371","R-HSA-389970;R-HSA-389954;R-HSA-389980;R-HSA-389961"
R-HSA-1592389,"Activation of Matrix Metalloproteinases",1,33,0.0027247956403269754,0.07102169697659566,0.11167387251813898,7,27,0.0017440733802725921,9606,Homo sapiens,"P07477","P07477","R-HSA-1602488;R-HSA-1604712;R-HSA-1602458;R-HSA-1592316;R-HSA-1592398;R-HSA-1604722;R-HSA-1592371"
