,seed_kras,seed_nras,seed_hras
RP11-7I15.3,4.16315886941065,4.11071896447087,-3.25913598623323
ACTBP13,4.14088359483374,4.07569935400029,3.24583148342165
RPL39P40,-4.1376798994229,-4.07035535619789,3.22766949344413
HPRTP4,4.13056100301547,4.06523175553693,-3.22176793218032
AC004549.6,-4.12917673563856,4.03805170590945,3.20035018351938
LINC00443,4.1103701751795,4.03109961916739,3.19120896658553
MIR631,4.1088722911195,4.02738060588738,3.19019139326818
SYT8,4.10529920687129,-4.02248578212262,3.18828828745733
DUSP6,4.09206924906988,4.02081687266036,3.17662707011316
TOR4A,4.07711418961908,3.99922252707146,3.17653966312083
RP11-141J13.5,-4.04391938529352,3.99407970169439,3.17517979016165
MIR511-1,4.0393348287229,3.99324701820168,3.17462167657209
SDR16C5,4.03903910155289,3.97060336250786,3.16754369355102
OR9G1,4.03795345878228,3.96365470255405,3.15382683572895
AC009274.6,-4.03107366642362,3.95626271776646,3.13667932898565
SNORD56,-4.02099275074116,3.95266901125758,3.1359514423652
CTSE,4.00313797437367,3.94761225286718,3.11242216441826
IGHD3-16,-4.00076437572977,3.94409202342913,3.08763557204577
snoZ40,3.98760952669176,3.90101958243032,3.08487620885395
RP11-35P15.1,-3.97775130836042,-3.90006188821831,3.0730853211505
FIBCD1,3.97662613181588,3.86834598157497,3.04694925067983
TMPRSS4,3.97327142913953,3.8666354628882,3.03847639855209
C17orf78,3.94852421090444,3.84297419479726,3.03610128461175
MAGEB17,-3.93659273767431,3.83012219862886,3.03252965503449
DKK4,3.93373975271313,3.82724169703902,-3.02300157453612
MIR4758,3.93216679599195,3.82624177310002,3.01986502082529
KRT7,3.92379146407972,3.82098927382163,3.00576955485323
DGKQ,3.91821598129663,3.81964073090058,3.00256680763289
CGB8,3.91447558241251,-3.81620798881045,2.98461433113488
RP11-103H7.5,3.91268941831558,-3.78746788385885,2.98027519096741
RP11-74E22.5,3.91191768950053,-3.77660194175757,2.97169926485949
RP11-172C16.5,-3.90715485215759,3.77383135257615,2.95365444216947
AC079753.5,3.90250433131438,3.76830480059577,2.93985292230884
BHLHA9,3.88873303492482,3.76384216170826,2.93772741948402
AC005523.2,3.88732618163475,3.76264786940526,2.93059591168719
MSMP,3.86831225161495,-3.74266522110117,2.91063697477144
MUC17,3.86378007333517,-3.73717685771404,2.90652695703655
RP11-325L12.5,-3.8615054540578,-3.72412531009254,2.90605380558165
MYRF,3.86112560952724,-3.720330050118,2.90489872346667
RP11-692M12.4,-3.85392323419311,-3.71516281873343,2.90042165052782
PHLDA1,3.84929882575574,3.67067959244683,2.89858237071206
RAB30-AS1,-3.83083948031146,3.66622352532562,2.89671219691014
