,seed_kras,seed_nras,seed_hras
OTX2,-0.526270460980594,0.4165965867221,-0.301022321002115
FANCG,-0.52621736211307,-0.416548092805594,-0.301021366090145
AC093165.1,0.526187205866662,-0.416520416762279,-0.300998488418731
RP11-19J5.1,-0.526186847993513,-0.416500860080471,-0.300995644447321
RP5-1033H22.2,0.526175024733238,0.416495956256059,-0.300987114453738
TRBV22OR9-2,-0.526131756297633,-0.416461923247609,-0.300946930408951
RP11-474O21.5,-0.526103670689884,0.416407435084361,-0.300917360251484
RP11-158A14.1,0.526093848168501,0.41634248389411,0.300889615688927
CTD-2535P7.1,0.526078355717643,-0.416313447658745,0.300885627695474
RP4-809F4.1,-0.526057417008934,-0.416288278647229,0.30088444498472
SLC16A8,-0.526010917642497,-0.416248984060756,-0.300849240767522
MIR5698,-0.525979148361318,-0.416244425312735,0.30083587975708
MAST2,0.525961910957193,-0.416233541496825,-0.300829968179424
RP11-280K24.6,-0.525951603753071,0.416150861159209,0.300828749679558
SLC3A2,-0.525890625145542,0.416125239847823,0.300813442521735
SLC14A2,-0.52586188651469,0.416120981614329,-0.300807037896956
RP11-6B19.3,-0.525855998647318,0.416084726375492,-0.300804990212855
VCX3A,0.52585235507183,-0.416084631531272,-0.300804474782909
ZBTB20-AS1,-0.525836683754039,0.416080792061903,-0.300758263636161
RP11-197N18.7,-0.52583427355724,-0.416057305605624,0.300749541095949
RP11-20I23.1,-0.525821924028623,-0.416031884365315,-0.300720835000215
RP11-24B19.3,0.525804070135584,-0.41593886361288,0.300659805230979
GCKR,0.525772451526697,-0.415936662576558,-0.300650130253194
MYBL2,-0.525680977811226,-0.415917775617437,-0.300649386303578
LMF2,0.52567987709309,-0.415915863984103,-0.300645228750678
CLHC1,0.525652377473138,-0.415889826235915,-0.300644059551179
PAIP2B,-0.525602370692208,-0.415866717231896,-0.300614686910636
SRD5A3-AS1,0.525602232016417,-0.415851884570739,0.300608436582616
CTD-3131K8.1,-0.525583176446779,0.415850400100105,-0.300583874254842
FILIP1L,0.525571427127359,-0.415816711258927,0.30058175501312
ELAC1,-0.525532146406567,-0.415806617388801,0.300568332640177
RP5-1182A14.5,-0.52552750767286,-0.415790877684837,0.300568141302381
RP1-69M21.2,-0.525519065904469,0.415764916548196,-0.300565488995414
AK4P3,-0.52549394862039,0.415747905729618,-0.300559949028901
RP11-740D6.3,-0.525470903374208,0.415733876180622,0.300533267481895
ZSWIM3,-0.525468175889092,0.415707873045606,0.300527207291995
GIMAP8,-0.525439889647217,0.415670924890818,0.300523821577078
CTD-2582D11.1,0.525354225206636,-0.415598816599157,-0.300492835572891
AC004066.2,-0.525345656391147,-0.415543619981239,-0.300491419934614
TRIM51EP,-0.525339910691118,-0.415538160704104,0.30047599355435
AP004242.1,0.52531119497006,-0.415433271919397,0.300475119198362
XXyac-YX155B6.5,-0.52528368476613,-0.415419421942965,-0.300458152490465
RP1-202O8.3,0.525229155687247,-0.415415123026959,-0.300443747919412
RN7SL247P,-0.52522863453338,-0.415393900522424,0.30043305130845
ZNF865,0.525216582308091,-0.415370232894912,-0.300406852470877
SIGLEC16,-0.52518732636106,0.415368036049074,0.300395594683011
KAT2B,-0.525181302261119,-0.415333695320634,-0.3003857667429
RP4-620E11.4,-0.525166646047064,-0.415270338020556,-0.300385709191046
NOX5,0.525141685427095,-0.415265910672294,-0.300368985309535
MIR545,-0.525129727259452,-0.415256319483775,0.300355447342835
AP000289.6,-0.525128281874493,-0.415246266263961,0.300303450241592
RP11-672L10.4,-0.525089624112104,-0.415238659483238,-0.300302877805575
CTC-505O3.2,-0.524988460209941,-0.415223985533904,0.300240862329701
PLEKHN1,0.524979087738716,0.415207345217481,0.300239955844458
MCCC2,0.52492032198371,-0.41520394138094,-0.300220191479902
NFATC4,0.524895395388422,0.41518904649752,0.300157438901944
IQSEC2,0.524881831396496,-0.415182602190607,-0.300144616972143
RP13-254B10.1,-0.524851626847594,-0.415181358137817,0.300136255382336
RP11-60A24.3,-0.524844795315957,0.415168383866336,0.300105779694904
MIR4797,0.52479815369366,-0.415153390178074,0.300072293185838
SAMD9L,0.524749944307192,-0.415136176013389,-0.30003849496789
CTD-2350C19.5,0.524739418321695,0.415081245322704,-0.300035388364678
CCDC51,-0.524728492230723,-0.415061471574944,-0.300009346902483
RP11-15E18.5,-0.524696698904106,-0.415040736909582,-0.299945622590698
RP11-1334A24.6,-0.524665435472297,-0.415004957257169,-0.299928862438616
TSSK1A,-0.524593307302658,-0.415002812858262,0.299903823962062
AC109357.1,0.524556432597089,0.414985164356937,-0.299863316389761
RN7SL468P,-0.524544357815899,0.414970106472729,-0.29984426190646
RP11-350D17.3,-0.524536870109238,0.414935258415521,0.299810909917509
KIAA1715,-0.524535648768418,-0.414902749374733,-0.29980789366338
CTD-2091N23.1,0.524523952298919,-0.414891536227753,-0.299801179880516
RPS13,0.524522080369433,-0.414880677497219,-0.299793149086648
TMEM252,-0.524442473812194,-0.414818603057496,0.299784879460606
OR7E87P,0.524439373128899,-0.414743067871273,-0.299741231115496
RNA5SP377,-0.524433860988731,-0.414717720035168,-0.299727957873403
MIR2355,0.52438202803433,0.414635265543175,0.299696490453843
MTRNR2L5,0.524327906138484,-0.414633487042846,-0.299659127388612
CTB-88F18.3,0.524309549379528,0.41461744228732,-0.299649020681645
CTD-2526A2.2,-0.524298780245995,-0.414585033341926,-0.299628622315435
GSK3A,-0.524291631351891,-0.414582347904474,0.299615164781644
FBXO10,-0.52425962587308,0.414580146269308,0.299603235880817
LPAR1,0.524247945435443,-0.414566144987343,0.299555269709988
RP11-397O4.1,0.524236019948599,0.414557573127779,-0.29954214945622
GUSBP10,-0.524187566361907,-0.414505926132205,-0.29948230971523
RP4-803A2.2,-0.524164949356198,-0.414451018049472,0.299480993358988
A4GALT,-0.52415397299462,0.41445072140782,-0.299470106154156
CD74,0.524144986962586,-0.414446933158777,-0.299469000504343
RP11-456H18.2,-0.524126205844749,-0.414429734649069,-0.299467164458622
RP11-61J19.4,-0.524118323539205,-0.414426076020996,-0.299447806680319
RP11-589M4.4,-0.524106679049325,-0.414420925650349,-0.299400028088614
NAA10,0.524099354642583,-0.414411799479417,-0.299398088027222
APOA5,-0.52404639473396,0.41439307152422,-0.29938698033574
GPR88,-0.524040054863925,0.414319451565071,0.299366010130482
RP11-221E20.5,-0.524037403282855,0.414309955327585,-0.299350461176835
ACTB,0.523981390622413,-0.414307333210228,-0.299298733139976
NRL,-0.523975826246826,-0.414301448389851,-0.29929055973225
RP11-15K2.2,-0.523975650367527,-0.414300240817677,-0.29927989125163
PTCHD4,-0.523975526685256,0.414298704864699,0.299246794240625
TTLL10,0.523952177999383,-0.414213686029145,-0.299197344692137
RPS4XP12,0.523918430263782,-0.4141619927518,-0.299189468108963
IGLV2-8,-0.523895860744984,-0.414160781030501,-0.299181163285147
RP11-757G14.3,-0.523848642945409,0.414144710194735,-0.299173182959662
RP11-56P9.6,-0.523834193384171,-0.414099754959908,-0.299156841454587
B4GALT4,0.52374191003261,-0.414082118562617,0.299131673205712
ZNF536,-0.523719482620863,-0.414036040830021,-0.299101108177182
FAM47C,-0.523704968364783,-0.413997966556864,-0.299089920760555
SERINC5,-0.523690346083014,0.413943537042996,-0.299087751155826
MIR18B,0.523667463436968,-0.413924836730033,-0.299082295106031
CTD-2666L21.1,-0.52362975207762,0.413860979463494,-0.299069553896121
TMEM35,0.523560362381049,0.413808958167843,-0.299060219024816
AC000078.5,-0.5235052556636,0.413745284409838,0.29905677862382
ZNF737,-0.52343900402274,0.413724285465611,0.299053773235834
RP11-87N24.2,-0.523386513461644,-0.413716611454434,-0.299043830027088
ACHE,-0.523355321492633,-0.413704123530282,-0.299016671394631
HSPD1P11,-0.52333990404826,0.413664381238761,-0.298992009646433
MYO15A,-0.523339761185431,-0.41366106141821,-0.298948254310567
CEACAMP11,-0.523304421945872,-0.413658964558825,-0.298947788750004
SYNE3,-0.52329455114992,-0.413646889755389,0.298924829965213
AL901608.1,-0.523274748945495,0.413646378974242,-0.298903399889059
RP11-241F15.7,-0.523272440973064,0.413616201222865,-0.298872375323915
MIR204,-0.523259922310188,0.41361457540749,-0.298861117912326
AC008079.9,-0.523208171671364,0.413606354989515,-0.298806024152465
LRRC14,-0.523202251086972,-0.413582246776935,-0.298798158411383
PPM1A,-0.523160737832887,-0.413554479792679,-0.298786803955063
SNORA70D,-0.52314786331014,-0.413508114568357,-0.298782604812096
RP11-578O24.2,0.523078872828279,-0.413484302403579,-0.298638212290795
MTND5P2,-0.52307790776927,0.413459713831011,0.298637800179374
RP11-499O7.7,-0.523037822069827,-0.413437888940079,0.298604108020575
DPYS,-0.523030396062775,0.413422227673952,-0.298567998853226
LINC00334,-0.523000180825869,0.413389096249044,-0.29854818874653
RP11-33B1.3,-0.522944339302803,0.41335324838787,-0.298495715003064
TRAJ58,-0.522893871295724,0.413331620716041,-0.29844120719316
RP11-261C10.7,-0.522874557006101,-0.413300983516331,0.298383525135548
RP11-415F23.2,-0.522873106893259,0.413263835206336,-0.298376344501934
RNU6-456P,-0.522779897973746,0.413243169954939,-0.298353084061362
AL590113.1,-0.522765477348069,-0.413230440766728,0.298348527996722
EIF2B3,-0.522713102442,-0.413220227094395,-0.298346936949996
RP11-455J20.3,0.522702769657857,-0.413208349500273,-0.298299191636911
MRPL46,-0.522621161300902,0.413205279502219,-0.298283796814557
FAM95B1,-0.522615036815616,-0.413169078936505,0.298276525778461
RP11-285M22.1,-0.522604142787109,-0.413142358791421,-0.298268712416895
RP5-1051J4.4,-0.522479968624229,-0.413128349500819,0.29826323118553
MAGEB6P1,-0.522476121191395,-0.413104670931062,-0.298222045243229
IFNGR1,-0.522396241874137,0.41309215442334,0.298212531077059
AP000745.1,-0.522392332997015,-0.413088325059817,-0.298206457996154
SNORD116-2,-0.522388364823878,0.413079853920384,-0.298199096337119
AC003090.1,-0.522381773093889,-0.413029707667803,0.298196814748815
RP11-398A8.1,-0.522363375138799,-0.413029666065687,-0.298156270039675
AC079781.5,0.52226658337054,-0.413001899544892,-0.298153771240516
CCDC134,-0.52224108010916,0.412982298180405,-0.29813485495497
RNU6-1297P,-0.522234548685326,0.412980080029344,0.298113917796661
RP11-416O18.1,-0.522146618319786,-0.412966565845682,0.298103044719265
MTND6P9,-0.522019820603888,0.41294687946913,-0.298095107875225
RP11-544M22.3,-0.522008188269388,-0.4128789778441,0.298067512042477
XKR8,-0.521925415772212,-0.412826599521553,-0.298019014110955
RP11-65J21.4,-0.521921478987602,0.412811263380884,-0.297968404257362
CST1,0.521895886355645,-0.412807475187893,-0.297953640826645
NR2C2AP,-0.521872021276864,0.412806787024849,0.297948934096716
OR10J6P,0.521847066081122,-0.412765829409658,-0.297905002152346
PTP4A1P2,-0.521833008725082,-0.412694186736297,-0.29786073752517
RP11-701H24.3,-0.521762788792544,0.412672025441535,-0.297847637955542
AP001046.6,-0.521712023753238,-0.41263523065973,-0.29784409637998
RP11-126K1.2,-0.521694531659442,-0.412566322947825,-0.29783850120308
RP11-406H23.2,-0.521682854864648,-0.412564580289553,-0.297828807333388
POM121L13P,-0.52165962626562,0.412556501960598,-0.297792051015842
CHGB,-0.52165457820422,-0.412498529141322,0.297787101827412
C8orf76,-0.521648387764493,-0.412492846785521,-0.297787051727424
RAX,0.521607278367555,0.41248922064204,-0.297754842296401
RPS7P13,-0.521583372347198,-0.41248169290851,0.297737771928854
AC078828.1,-0.521570288886814,-0.412459489023925,-0.297711045800388
MCF2L-AS1,0.521564315459595,-0.412448179176172,0.297703175321178
SNX19,-0.521560890676505,-0.412426185993255,-0.297694716130265
LINC00520,0.521518092027559,0.412411802620467,0.297664530792893
RP11-217E22.5,-0.521489344559302,-0.412403572626852,-0.297638938041002
SLC20A2,-0.521449374442376,0.412393363885011,0.297620454885343
ACSM5,-0.521439512122191,-0.412372686075665,-0.29753185010432
HMGN2P27,0.521434102171698,-0.41225084092902,-0.297514345419263
MSH5,-0.521423397539104,0.412249631910607,-0.297498025446457
HRH1,0.521369598216128,-0.412201875458242,-0.297496977455264
RP5-1021I20.4,-0.52135204430928,0.412152940843852,-0.297451551777597
BAATP1,-0.52133089428211,0.412137576821191,0.29745141375759
UBXN6,0.521324068466095,0.412125106727402,0.297421598532329
BAMBI,0.521292717331448,-0.412112579379528,0.297418410726617
RP11-162A12.3,-0.521284504390207,-0.412094696063019,0.297406995669459
NYNRIN,-0.521233518738895,0.412054192884045,-0.29739727045911
DNAJC21,-0.521201990091868,-0.412049470037329,0.297396167358439
RP11-506O24.1,-0.521172731839611,-0.412040390360452,-0.297359732499394
MIR3661,-0.521118431826393,0.411979256891393,-0.297316724839512
NUP54,-0.521096902579527,0.411940211869269,0.297288658122421
CDKN1B,0.521074733555803,-0.411924265257102,-0.2972735727592
OR4A13P,-0.521065605281501,-0.411921117968654,-0.297222918962911
RAB17,0.521061560685705,0.411873971872655,-0.297221921923243
RP11-517P14.7,0.5210177560652,-0.411861448718162,-0.297221174932076
C4orf21,-0.521011692660766,-0.411798988963432,-0.297213264205475
OSBP2,-0.520989455443863,-0.41175790821591,0.297205888108903
KRTAP6-3,-0.520934888709893,-0.411746079354863,0.297178248270123
AFF3,-0.520933170617003,-0.411740217504594,-0.297176509253928
RP11-893F2.13,-0.52093051368202,0.411735325053528,-0.297095339230687
RP11-218M22.2,-0.520919995882036,-0.411725960449831,0.29707162738195
MANSC4,-0.520751962720025,-0.411717626993062,-0.297066639141645
RNA5SP192,0.520730329147107,0.411707497244218,-0.297066125684982
SPATA20,0.520720730387034,-0.411683122533285,-0.297059611024691
DAZ1,-0.520584705369041,0.411658011593455,0.297039370529904
FANCI,-0.520577750835006,-0.411654118421334,-0.297034933771236
MIR4500,0.520559370936391,-0.411646529697598,0.297019193032594
ZNRF3,-0.520542116718601,-0.411642552718561,-0.297018957533047
CASP1,0.520537063593919,-0.411635549180283,0.297018239606522
RPL21P120,0.52052023726529,-0.411631196244254,-0.297005417870341
VEZT,0.520506707309257,-0.411630796935192,-0.29700230385274
TMEM261P1,0.520471861882622,-0.411621018610523,-0.296983025081254
RP11-474P2.4,0.520447725243727,0.411580904775766,0.296976671822609
RPL35AP19,-0.52044128949637,-0.411530768953812,0.296952020859917
EGLN2,-0.520328112191002,-0.411469597054129,-0.296947463165678
HMMR,-0.520304692491498,0.41138961746094,-0.29694571010033
RP11-822E23.2,-0.520275620616972,-0.411370114842068,-0.296939101907137
PPP1R2P3,-0.520274884247983,-0.411365814655889,-0.296915970961137
SLC6A11,-0.520234458884867,-0.411315888502454,-0.296913921287144
RP11-174M13.2,0.520219721081066,-0.411269664923511,-0.296912885839961
CDHR5,-0.520100370536373,-0.411257889454293,0.296905495517995
AF127936.3,-0.520086767825681,0.411256468878152,0.296905013942682
LRRC53,-0.520056910560031,0.411218641349325,0.296900074030929
TEKTIP1,0.520056380819533,-0.411190661052132,-0.29689037473812
AC009005.2,0.520046211982939,0.411145404932994,0.296872252512413
AHCYP3,-0.520042245395309,-0.41113692563778,0.296834898530351
DYRK4,0.519983109190419,-0.411119378140079,-0.296777700455557
KRTAP5-6,-0.519948845734297,-0.411108626187698,-0.296771306089992
MIR548AQ,-0.519941459530472,0.411077431173235,-0.296766757725538
AC025284.1,-0.519854339211204,0.410990375206124,-0.296757817792422
CTD-2200P10.3,-0.519840656836508,-0.41097102837511,-0.296744883695785
LINS,-0.519827257291572,0.410882796967174,-0.296740880469973
PALM2-AKAP2,-0.519817363282469,-0.410876318688123,-0.296727409898195
RP11-69L16.4,-0.519803936826318,-0.410872214174767,-0.296699599738918
PDILT,-0.519793205972398,0.410788462555393,-0.296685729667534
RNU6-1292P,0.519778904615852,0.410770495767827,-0.296680698533307
ARPC1A,0.519777075647657,-0.410735953624001,-0.296635509301362
AP001172.2,-0.519759070048253,-0.410683465868634,-0.296631334322118
HNRNPA1P15,-0.519735613930493,-0.410674276011735,-0.296624412437923
RP11-815J4.7,-0.519731154883209,0.410645031981729,-0.296611183534778
KRTAP9-4,-0.519727581414329,0.410559506865817,-0.296554956634471
AP001468.1,-0.519725815190839,-0.410548590197658,-0.296554954383138
AC131056.3,-0.519713981023353,-0.410483147153572,-0.296547004375717
RP11-1281K21.9,-0.519704735425925,-0.41045795768501,-0.296520344844392
METTL12,-0.519673328203288,-0.410442382253211,-0.296519740145166
MTND3P6,-0.519635146758827,-0.410377006428388,0.296515749772018
AC073569.1,-0.519606309344145,-0.410370098792729,0.296472328670036
TAS2R5,-0.519578254476847,0.410362754478262,-0.296470200739019
RAB28,0.519408040932633,0.410360854653985,0.296443459936744
RN7SL258P,-0.519391404220669,0.41035552239782,-0.296443248791984
RP11-235E17.6,-0.51938915476128,-0.410355250134743,0.296435386167124
RP11-69E11.4,0.519388655967288,-0.410290371715739,-0.296419632950741
RP11-956A19.1,-0.519382704891045,-0.410250559231069,-0.296412909810475
CTC-498J12.1,-0.519361199292727,-0.410196904752344,0.296374375814342
ASB3,-0.519337415107687,-0.410148781208365,-0.296359557846342
TPM3P7,-0.519324035711597,0.410141272010222,-0.296343429641083
CST2P1,-0.51931901051105,0.410093717043594,-0.296324283175972
PRPF39,-0.519208333340394,-0.410047426694621,-0.296320239211565
DOCK9,0.519186867148641,-0.410046749557232,0.29631754248913
AC007193.6,-0.519183956570192,-0.409989286514138,0.296298257972753
RP11-48B3.2,-0.51912594119326,-0.409966485828005,-0.296280194930008
SGMS1,0.519110627973393,-0.409919633431368,-0.296226609082939
RP11-64K12.8,-0.519086400725692,0.409869071576809,-0.296220073884956
RP11-108K14.4,0.51901025447997,-0.409813721796109,-0.296211575438062
CTD-2144E22.6,-0.518989729981055,0.409809239262349,-0.296198655406501
RP11-478H13.3,-0.518961312700006,-0.409802031158268,-0.29618817487277
RP11-275I4.2,-0.518960465469543,0.409768245649488,0.29615950517891
RNU6-103P,-0.518933659740718,-0.409764789809579,0.296144090811644
ZNF579,0.51887747437779,-0.409747369138001,0.296098414664376
AL121761.2,-0.518862642216528,0.409718005044768,-0.296011098989337
EIF4EBP2P,-0.518842822015878,0.409702896659628,-0.295941133281161
ANKRD62,-0.518814176465539,-0.409674408287444,-0.295933140955171
RNY1P16,-0.5187285258987,0.409672527976989,0.29590362729246
SAFB2,0.518722457366779,-0.409643905419479,-0.295898651218473
TMEM239,-0.518680450847208,-0.409603862151275,-0.295863854628193
RNU6-673P,0.518664348063309,-0.409596978309836,0.295860202750859
HMGB3P5,0.518632020343584,0.409586752691351,-0.295836077613642
KRT18P35,0.518609214990701,-0.409505275992966,-0.295827944638083
TMTC4,0.518556305052504,-0.40950089579811,-0.295817528928004
RP11-92C4.6,-0.518549573184069,-0.409426747122011,-0.295796850425434
MLK7-AS1,0.518486452248782,0.409420181720064,-0.295761190186413
AF127577.12,-0.518483423063581,-0.409420058215803,0.295759624543921
ZNF782,-0.518479074186291,-0.409406547860242,-0.295748616630911
ECH1,-0.518477166113555,0.409382620040227,-0.295746498074416
FTCD,-0.518400152002025,-0.409356650371804,-0.295735471676471
ITGA8,-0.518395482097221,-0.409332642176892,-0.295699359969914
RP11-142A23.1,-0.518381997249857,0.409302263933488,-0.295697796447242
AC106900.6,-0.518379938649941,0.409294182056705,-0.295688044884527
PCNX,-0.51835769830528,0.409293850363771,-0.295677638065519
AC093702.1,-0.518355224075613,-0.409289565491085,0.29565691357164
RPL26P37,0.518305157088747,0.409234388509114,-0.295641695643704
AP000343.2,-0.518285052693263,-0.409213118406386,0.295627963676257
AC002480.4,0.518233397176201,0.409206073015224,-0.295600176415271
RP11-525K10.1,-0.518199279794595,0.409187984210467,-0.295597863521912
AL512290.1,-0.518194539441206,0.409150508309551,-0.295578108874616
SNORD109A,-0.51818747271663,0.409143646645998,0.295578026115343
RP11-320G24.1,0.518145232272609,-0.409143316726304,-0.295552240562201
AC106786.1,-0.518080537778022,0.409107633742066,0.295517180536021
HMGN1P7,0.51805412898964,-0.409085933609638,-0.295511293416192
RP11-225N10.3,-0.517939834932782,0.409078153245093,0.295492419182896
RP11-51L5.1,0.517914132860857,-0.409044473381688,-0.295474502735588
NOTCH3,0.517901403455246,-0.409043500344238,-0.295463478998262
RP11-451B8.1,-0.517896956666935,0.4090262497636,-0.295460639155858
RP11-98D18.15,-0.517862484244817,0.409013761659503,-0.295414733868666
RNU4-27P,-0.517850175291093,0.409005733487416,-0.295395468723381
CCDC34P1,0.517845580758664,-0.408968962342824,-0.2953492894103
RP11-516J2.1,-0.517843428935755,-0.408951756865651,0.295324630781643
RP11-107F6.3,-0.517836206939687,-0.40890836108359,-0.295323525425478
DNAJC19,-0.517814062931256,0.408856613772644,-0.295301101525444
C1orf172,0.517808201865576,-0.408809865064334,-0.295264929229447
RP11-674P19.2,0.517802443190957,0.408798283913305,-0.295204929236404
DEFA9P,-0.517759880721976,0.408796960217822,-0.29515186990192
RP11-115K3.1,0.517732903324878,-0.408790989927029,-0.295150412719233
RP11-671E7.1,-0.517704000912699,0.408770702590066,-0.295145011179644
CTB-35F21.2,-0.517682636783256,-0.408761819467929,-0.295141803855981
RP11-715J22.4,-0.517648461305602,-0.408734828931485,-0.29512057914315
RP4-530I15.9,-0.517634175192349,0.408727856588008,-0.295119456746664
KCNB1,-0.517617861426176,-0.408725894585132,-0.295079763667867
RNU6-644P,-0.517617066237581,-0.408700373764961,-0.295076485153801
SPG20,0.517604098407852,-0.408638057836548,-0.295075300873257
TUBB4BP6,-0.517577457309328,-0.40863063254708,-0.295048583889979
RP11-862P13.1,-0.517526982007081,-0.408582201310439,-0.295039815699423
MIR941-1,-0.517517401074116,-0.408531623144433,-0.295030645885919
BNIPL,-0.517447620980714,0.408499230620557,-0.295016727204336
AP000765.1,-0.517441638174402,0.408475980892165,-0.294973987773415
DUOX2,0.517379686183697,-0.408448814826563,-0.294968819027248
MIR4777,-0.517296135384471,-0.408447067109222,-0.294938898575776
SNRPD1,-0.517287789702747,-0.408443660849114,-0.294933071221131
RP13-34L8.7,0.517280920107661,-0.408424800978226,-0.294931225342052
APOOP5,-0.517280652841139,-0.408409127931812,-0.294905956273321
CTD-2547L24.4,-0.517227120169074,0.408359749989926,-0.294900448647059
ST6GAL2-IT1,0.517226587100563,-0.408352582559181,-0.294899358821271
RP5-1071N3.1,-0.517183274958415,-0.408336800982562,-0.294881154143903
SNRNP200,-0.517176935113186,-0.408336177804653,-0.294877003800995
RNA5SP371,-0.517161689012255,-0.408273311583869,0.294849324658025
FBXL15,0.517120456766465,-0.408272981344526,-0.294826426354672
ASAP1,-0.517074448797361,0.408262348252694,0.29481084736902
NPTXR,-0.517071308982251,-0.408248769277687,-0.294796182282364
AC080125.1,-0.517065809013457,-0.408247305460855,0.294789099215228
CTC-454I21.3,-0.517044989872994,-0.408186730845514,0.294774943540178
ZNF879,-0.516930969973691,0.408183406246697,-0.294747365512275
ASS1P10,-0.516903654616505,-0.408153826314863,-0.294738065985857
RAB3D,0.51685942645081,0.408145132010796,0.294732958757547
RP5-968D22.3,-0.516805068779286,-0.408138715707444,0.294729641677557
TDG,-0.516728423733889,-0.408136748313521,-0.294713445978287
PDE1A,0.516697837966765,0.408104222737189,-0.294712583021821
TCEB1P17,0.516682314843669,-0.4080690313348,0.29471028891906
hsa-mir-5195,-0.516653184631349,-0.408060171113206,-0.294707594684844
RPL21P40,0.516652846990591,0.40805522138211,-0.294670027106529
RP11-434D11.1,0.516618285337501,0.408006966268962,-0.294636991029169
GUCY2C,0.516602211896199,-0.408003007907585,-0.294586373835107
SEC31A,0.51656207167218,0.407998106301169,-0.294582035915409
C9orf40,-0.51647705881864,-0.407931501836434,-0.294565265768617
APBB2,0.516444832515051,-0.407892948122658,-0.294560880285241
NSMF,0.516435032901847,-0.407849267584492,0.294559535142906
CD1C,0.516432441513001,0.407817404801527,-0.294554016271161
TCF3,0.516419263072293,-0.407780994293278,-0.294495596258306
RP11-690C23.3,-0.516405108741412,0.407768730287315,-0.294477586318711
FTCD-AS1,-0.516400759423315,-0.407762486506062,-0.294460197526471
RN7SKP219,-0.516397655240923,0.40769769879347,-0.294450235269899
ZNF382,-0.51639685020486,-0.407697397563876,0.294423367895995
NXF2B,0.516381898875137,0.407683768745652,-0.294417165667204
CTD-3110P2.2,-0.516350453966156,0.407681230222934,0.294409738144115
RP11-386G11.8,-0.516327433646295,-0.407676423589091,-0.294402473212258
RP13-324D24.1,-0.516321618721876,0.407649761128873,-0.294397277528039
AL353898.1,-0.516306045401856,0.407637359234844,0.294371126204934
RP4-662A9.2,0.516294222512393,-0.407633386889006,0.294346434346838
RP11-111F5.8,-0.516196727983301,-0.407606736977528,0.294339072612781
BUB1,-0.5161636063095,-0.407584166853171,-0.294324615403497
OSTF1,0.51616000115726,-0.407573549003235,-0.294323903843541
RP11-384F7.2,-0.516146206129885,-0.407568819727557,0.294323124254399
UNGP3,-0.516121248374991,-0.40755784158031,-0.294303539435623
RP11-147L13.7,-0.516068248906462,-0.407553768492689,-0.294301967256451
SHMT2,0.51605092270041,-0.407526226056984,-0.29427071526978
RNA5SP82,0.515965184580903,-0.407520454596732,-0.294267899968505
RP11-456O19.2,0.515945418258915,-0.407478297515033,-0.29425523223576
RP11-702F3.1,-0.515931871219197,0.407470922108357,0.294251933813808
RP11-2A4.3,-0.51588651205402,-0.407454802044556,-0.294202235626577
RHOT1P1,0.515867352910586,-0.407451293299474,0.294196836273107
RP13-88F20.1,0.515851229522641,-0.407444125849245,-0.294188198546327
AC004637.1,-0.515831034767748,-0.407423559702173,0.294187305025085
ACTR5,-0.515805519298626,-0.407418229425647,-0.294182350800993
RNU6-251P,-0.515714424689106,-0.40735487768974,0.294141197987244
IGBP1P4,-0.515666269861543,-0.407336149566777,-0.294128131160405
C16orf45,0.515663361477721,-0.407328612410803,-0.294106784404965
RP11-552F3.9,0.515591060958071,0.407280962834025,-0.294103502069973
TNNT1,0.515530105601562,-0.40726164617102,-0.294095158219491
AC018735.1,-0.515488965371657,-0.407198011358621,0.294071591757041
RCAN1,-0.515453557261662,-0.407126650112777,-0.294060874048573
MIR627,-0.515443905972813,-0.4070705580328,-0.294059780240825
CDK2AP2,0.515432478410661,-0.406996217811375,-0.294051014956913
AC005772.2,-0.515429796945118,-0.406972782858742,-0.294050372760797
VENTXP5,-0.515414350751722,-0.406941484277835,-0.294049265714568
RNU6-301P,0.51540769710589,-0.406895273810402,-0.294038557597677
CTC-512J14.7,0.515368025449414,-0.406816226741505,0.294030305776039
PCDHGA5,0.51536722481489,-0.406814171971475,0.294022240821043
RP11-159M11.2,-0.515326550513148,0.40678784264781,0.294012728504013
RP11-620J15.3,-0.515315903535718,0.406753071102697,-0.293998685376272
RNU6-1153P,-0.5153094326121,-0.40669752164865,-0.2939655088119
SMC6,-0.515292159211317,-0.40669074209841,0.293957673193315
SLC9B1,-0.515266983341438,0.406676313622139,0.293947377361055
LINC00674,-0.515257010225004,-0.406673046472227,-0.293945474712366
ZNF260,-0.515248805171169,0.406670265759318,-0.293910710876256
AC107993.1,-0.515247477688275,-0.406644794429866,-0.293908246292407
AC013399.3,0.515237017853184,0.406623673089933,0.293896898545552
RP11-435I10.3,-0.515211164455841,-0.406622072781513,-0.293875290839946
RPL31P60,-0.51520648010593,-0.406617512629561,0.293873833654296
KRTAP5-5,0.515202012211643,-0.406612004979586,-0.293872252247341
MSH6,-0.515167178354088,-0.406570330172576,-0.293828364207822
EID1,-0.515154553610973,0.406504442810041,0.293815943671549
MIR146A,0.515142984181079,-0.406494317859314,0.293815315708628
C21orf119,-0.515132843624209,-0.406493634663937,0.293795193054675
RP4-751H13.7,-0.515128426706264,-0.406460880607696,-0.293790786261765
OTC,0.515092063785105,-0.406440158889604,-0.293736328155706
AC110813.1,-0.515080001077183,0.406435357445364,-0.293736313722367
TMEM132D,0.514931568987721,-0.406425119698194,-0.293717943573159
