Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9675126,"Diseases of mitotic cell cycle",1,38,0.0031376434646189413,0.3374620771450876,0.3374620771450876,1,5,3.229765519023319E-4,9606,Homo sapiens,"Q13042","Q13042","R-HSA-9687377"
R-HSA-9955298,"SLC-mediated transport of organic anions",1,38,0.0031376434646189413,0.3374620771450876,0.3374620771450876,2,30,0.0019378593114139913,9606,Homo sapiens,"P53007","P53007","R-HSA-372449;R-HSA-75849"
R-HSA-111465,"Apoptotic cleavage of cellular proteins",1,38,0.0031376434646189413,0.3374620771450876,0.3374620771450876,1,38,0.0024546217944577224,9606,Homo sapiens,"P49354","P49354","R-HSA-201640"
R-HSA-5689880,"Ub-specific processing proteases",3,191,0.015770786887953102,0.34131101295466393,0.34131101295466393,3,40,0.002583812415218655,9606,Homo sapiens,"P04637;P45880;P21796","P04637;P45880;P21796","R-HSA-5689973;R-HSA-5689950;R-HSA-5696872"
R-HSA-390471,"Association of TriC/CCT with target proteins during biosynthesis",1,39,0.0032202130294773346,0.344612482559712,0.344612482559712,1,2,1.2919062076093276E-4,9606,Homo sapiens,"P04637","P04637","R-HSA-390470"
R-HSA-349425,"Autodegradation of the E3 ubiquitin ligase COP1",1,39,0.0032202130294773346,0.344612482559712,0.344612482559712,1,5,3.229765519023319E-4,9606,Homo sapiens,"P04637","P04637","R-HSA-264435"
R-HSA-76009,"Platelet Aggregation (Plug Formation)",1,40,0.003302782594335728,0.35168630037432524,0.35168630037432524,23,27,0.0017440733802725921,9606,Homo sapiens,"P61224","P61224","R-HSA-354149;R-HSA-443910;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-432096;R-HSA-443905;R-HSA-429441;R-HSA-354060;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-939265;R-HSA-372693;R-HSA-354165;R-HSA-354097;R-HSA-354066;R-HSA-354173;R-HSA-354077;R-HSA-372697;R-HSA-354073"
R-HSA-9924644,"Developmental Lineages of the Mammary Gland",1,40,0.003302782594335728,0.35168630037432524,0.35168630037432524,5,8,5.16762483043731E-4,9606,Homo sapiens,"P13647","P13647","R-HSA-9925879;R-HSA-9927428;R-HSA-9925892;R-HSA-9960175;R-HSA-9925817"
R-HSA-1638091,"Heparan sulfate/heparin (HS-GAG) metabolism",1,41,0.003385352159194121,0.35868434467143673,0.35868434467143673,16,30,0.0019378593114139913,9606,Homo sapiens,"O75487","O75487","R-HSA-2076383;R-HSA-2076508;R-HSA-1667005;R-HSA-2024084;R-HSA-2076371;R-HSA-2024108;R-HSA-2022860;R-HSA-2022856;R-HSA-2076392;R-HSA-2022887;R-HSA-2024100;R-HSA-2076611;R-HSA-2076419;R-HSA-9953259;R-HSA-2022851;R-HSA-1678694"
R-HSA-3560782,"Diseases associated with glycosaminoglycan metabolism",1,41,0.003385352159194121,0.35868434467143673,0.35868434467143673,9,23,0.0014856921387507267,9606,Homo sapiens,"O75487","O75487","R-HSA-3656261;R-HSA-3560804;R-HSA-9036285;R-HSA-3560802;R-HSA-3656257;R-HSA-9036289;R-HSA-3656254;R-HSA-3656267;R-HSA-4420365"
