"node","ppr"
"P01111",0.459459459459461
"P55060",0.00621847384917756
"P14618",0.00563559506436323
"Q6P996",0.00559599553099842
"P35221",0.0054818245032366
"Q9NVV0",0.00490432823096475
"P05023",0.00488116305958347
"P55011",0.00486450530660279
"O76071",0.00484763299065858
"Q9C004",0.00484050941263112
"Q96C36",0.00421695631038046
"Q96GF1",0.00407161151087661
"A4D1S0",0.00404306759140365
"P84077",0.004000118493729
"P56589",0.00398177598831171
"P07355",0.00379139719882891
"O75694",0.00356002136447484
"Q7Z434",0.00348874696680207
"Q96QA5",0.00318915842386583
"P61619",0.00284460095056522
"Q07065",0.00272418916870521
"P15056",0.00257165412117661
"Q9BYI3",0.00256251101686152
"Q04695",0.00251369139232335
"P49006",0.00246899206660315
"P02452",0.00235279704509747
"P62070",0.00235155589330957
"Q9UPS8",0.00226608350334306
"Q5HYI8",0.0022655908846485
"P07477",0.00222448377899139
"Q07960",0.00218371513494464
"O00425",0.0021569551745441
"Q5T9A4",0.00215052732621418
"Q6P597",0.0021304931281373
"P30154",0.00212215691521063
"P08962",0.00205470201420822
"P30050",0.00205308574452119
"Q8NA42",0.00201844611129454
"O60936",0.0019878460928819
"P26373",0.00197926157511715
"Q8WV19",0.00191824894796932
